mr_id,updated,prod_volume,prod_cost,supl_quality,delivery_delay,quality_sc,mainten_hours,downtime_perc,inv_turnover,stockout_rate,worker_prod,safety_incid,energy_cons,energy_eff,add_proc_time,add_mater_cost
201,2025-10-28 00:14:00,2573,6992.53,78.06,7,81.21,9,7.87,6.86,4.27,44.04,0,61.33,88.92,128.72,130.75
202,2025-10-31 00:14:00,1210,4012.49,72.83,4,83.85,2,4.52,8.67,2.89,47.01,0,46.67,81.72,96.82,267.31
203,2025-11-08 00:14:00,1204,1886.84,61.33,1,80.38,9,5.09,9.87,2.61,58.09,0,29.75,60.0,137.0,274.6
204,2025-11-07 00:14:00,2164,4143.77,79.17,7,89.45,18,3.19,7.55,2.94,44.16,1,76.52,60.21,99.77,353.21
205,2025-10-03 00:14:00,4169,8001.52,78.78,3,90.18,16,7.35,10.13,3.34,42.51,0,54.8,91.72,88.36,257.9
206,2025-10-09 00:14:00,2240,6700.44,95.13,3,75.77,9,6.33,10.91,3.89,47.78,0,28.9,67.63,139.18,290.99
207,2025-10-30 00:14:00,996,4302.7,86.31,3,80.35,14,8.88,6.17,3.0,38.23,0,43.37,66.66,85.25,240.23
208,2025-10-30 00:14:00,2254,4301.48,69.76,7,77.52,8,3.24,6.33,3.62,68.21,0,51.66,52.34,57.62,264.86
209,2025-10-30 00:14:00,2227,4356.73,98.54,0,81.75,1,4.24,7.72,4.64,44.34,0,75.57,71.49,84.49,333.36
210,2025-12-19 00:14:00,1,9153.5,92.21,11,84.58,5,5.46,8.62,3.38,58.32,0,33.38,72.72,118.57,143.8
211,2025-10-31 00:14:00,2445,5763.87,85.82,7,77.75,17,6.29,6.95,3.31,52.09,1,64.64,82.15,141.76,270.68
212,2025-11-09 00:14:00,2269,5860.08,77.74,5,80.39,8,4.57,10.7,1.48,40.15,0,70.99,61.01,103.33,356.78
213,2025-11-06 00:14:00,3196,7060.57,70.41,4,79.98,8,3.25,8.85,0.37,49.94,0,40.57,59.8,139.55,264.1
214,2025-11-01 00:14:00,4348,5477.58,76.28,5,86.04,8,6.76,8.08,3.39,57.84,0,45.84,79.51,59.25,332.53
215,2025-10-19 00:14:00,3626,4481.92,90.89,6,85.35,19,6.44,5.13,2.91,48.12,0,34.46,85.07,86.7,218.54
216,2025-11-03 00:14:00,2231,4607.3,98.85,6,81.39,18,3.17,5.37,2.49,61.93,0,46.95,59.29,91.34,248.4
217,2025-10-12 00:14:00,1393,4856.8,95.43,6,85.88,21,7.71,8.56,3.24,60.22,0,49.45,85.82,96.56,251.68
218,2025-10-20 00:14:00,5000,4925.56,75.11,5,82.27,9,7.34,3.73,2.94,59.19,1,59.89,75.38,102.52,139.12
219,2025-10-16 00:14:00,2559,6455.26,68.8,4,83.64,11,5.27,10.03,4.13,45.4,0,66.35,85.92,120.73,191.59
220,2025-10-24 00:14:00,2513,5103.89,81.41,4,93.37,2,5.16,7.68,3.09,39.2,0,38.78,74.3,86.66,195.16
221,2025-11-26 00:14:00,2475,6465.28,62.32,4,91.7,17,6.11,14.49,2.25,43.86,0,20.49,50.0,104.17,291.1
222,2025-09-25 00:14:00,2698,4838.57,83.23,7,78.5,4,3.28,12.62,3.99,51.96,1,49.68,73.48,98.65,293.61
223,2025-11-02 00:14:00,2355,5157.27,78.52,6,89.15,11,5.06,7.64,2.78,55.46,0,54.4,85.6,72.22,266.2
224,2025-09-29 00:14:00,1926,1003.6,75.34,0,89.06,4,0.7,7.79,3.53,28.28,0,53.74,66.06,96.59,291.21
225,2025-10-16 00:14:00,1953,6832.66,64.05,6,79.26,7,6.75,9.99,2.52,49.92,1,45.1,71.12,95.69,241.79
226,2025-11-08 00:14:00,2467,5692.98,85.14,5,89.09,5,1.88,11.41,2.35,51.58,0,51.87,73.24,95.05,310.1
227,2025-10-23 00:14:00,1956,6996.02,74.67,4,92.69,6,8.01,4.72,3.08,47.22,0,72.73,50.0,100.95,250.44
228,2025-10-07 00:14:00,1787,100.0,68.3,4,79.39,7,4.34,4.43,3.01,62.91,0,55.73,91.71,102.27,252.89
229,2025-10-13 00:14:00,2606,9176.75,51.28,7,80.41,7,4.58,6.76,3.48,54.22,1,44.4,65.99,87.03,236.72
230,2025-11-02 00:14:00,2245,4720.82,79.72,6,90.09,14,3.74,9.17,2.73,63.1,1,42.5,80.06,138.18,284.22
231,2025-10-13 00:14:00,4003,7216.37,97.72,3,86.36,4,4.42,8.99,1.16,47.84,0,47.45,74.13,64.92,228.94
232,2025-10-26 00:14:00,1,2920.19,96.61,5,87.76,11,7.84,10.14,2.57,59.37,1,74.55,87.58,78.37,298.82
233,2025-10-23 00:14:00,3591,6225.55,75.43,3,86.7,16,0.02,5.6,3.79,66.35,0,47.25,79.06,183.4,193.39
234,2025-10-14 00:14:00,3746,2893.17,73.98,2,86.95,7,7.55,3.37,2.7,63.12,0,49.7,72.65,68.86,195.05
235,2025-11-24 00:14:00,426,3752.46,84.69,3,78.37,6,5.68,9.72,2.75,39.08,0,42.77,66.06,59.39,284.37
236,2025-11-01 00:14:00,2157,8828.06,70.02,6,90.24,8,2.59,6.34,3.99,47.46,0,66.48,82.98,122.03,245.57
237,2025-09-23 00:14:00,2128,4618.64,83.02,6,90.85,15,2.85,3.96,2.29,46.55,0,79.4,56.27,37.69,227.31
238,2025-10-25 00:14:00,1092,5434.87,87.66,6,83.85,10,8.35,8.29,1.46,54.89,0,56.76,81.46,92.94,294.5
239,2025-10-14 00:14:00,1722,6740.14,92.27,6,84.78,7,3.11,9.59,2.84,56.86,1,51.24,64.01,164.37,219.64
240,2025-11-04 00:14:00,1389,5991.36,79.0,6,77.34,12,2.69,7.76,2.52,41.61,0,50.55,87.52,53.65,239.99
241,2025-10-12 00:14:00,4252,5300.84,77.96,3,87.57,4,7.27,7.08,2.03,50.68,0,14.24,76.61,40.54,319.96
242,2025-10-22 00:14:00,3435,5729.92,71.22,5,87.86,13,5.68,7.68,2.82,29.8,1,61.18,81.44,55.02,326.96
243,2025-10-30 00:14:00,3771,9806.83,71.73,6,84.69,12,3.12,7.26,3.49,64.42,0,52.01,75.82,126.95,328.62
244,2025-11-04 00:14:00,3221,4884.76,77.74,6,90.62,8,5.43,5.3,2.99,44.88,0,56.43,57.48,133.74,235.89
245,2025-10-05 00:14:00,1370,5402.2,83.67,7,83.33,5,2.95,6.57,3.31,50.56,0,39.33,66.39,84.62,311.54
246,2025-10-18 00:14:00,1975,7101.31,89.14,6,87.82,5,7.2,9.04,4.81,46.9,0,44.23,81.72,120.5,202.55
247,2025-10-16 00:14:00,2989,7211.05,71.97,5,79.9,12,7.12,8.64,2.66,61.46,0,43.83,76.67,141.71,204.65
248,2025-10-14 00:14:00,1277,7374.06,94.93,7,84.88,16,6.06,8.34,3.28,21.62,0,65.32,86.81,153.62,132.48
249,2025-11-18 00:14:00,3212,6277.46,77.29,4,84.13,6,5.72,6.01,2.49,49.83,0,44.32,79.03,92.61,333.64
250,2025-10-29 00:14:00,2259,2713.99,79.79,3,86.13,12,8.52,7.64,2.15,48.94,0,81.24,65.33,30.96,206.8
251,2025-10-05 00:14:00,2125,8266.86,72.53,4,83.15,0,5.0,3.65,2.42,45.46,0,56.46,67.04,75.37,243.67
252,2025-11-05 00:14:00,3210,2707.31,55.76,3,84.34,7,2.64,8.36,2.52,67.26,0,30.86,76.03,87.2,204.48
253,2025-11-23 00:14:00,2944,5605.27,88.84,3,89.13,9,5.9,10.86,3.36,41.13,0,48.07,51.86,92.23,284.76
254,2025-11-07 00:14:00,2139,3491.45,87.37,4,82.82,5,9.17,5.05,5.35,57.72,0,40.22,91.73,94.36,231.22
255,2025-10-01 00:14:00,3659,4871.72,77.19,3,76.97,5,2.97,6.83,2.28,53.56,1,17.08,79.42,133.57,184.76
256,2025-10-16 00:14:00,1418,5657.52,80.67,4,93.75,6,4.28,8.66,2.58,62.62,0,73.99,87.27,138.23,272.08
257,2025-11-11 00:14:00,3115,5642.71,85.16,1,91.91,11,5.83,10.51,2.94,43.33,0,60.55,59.19,94.85,178.31
258,2025-10-13 00:14:00,3093,5843.84,64.37,5,78.54,9,4.89,7.1,3.4,42.67,0,58.0,87.45,132.95,208.13
259,2025-10-29 00:14:00,2190,8227.42,74.71,5,88.45,0,3.04,6.62,3.26,60.96,0,52.48,97.31,110.73,144.66
260,2025-11-03 00:14:00,2826,5907.07,87.94,3,82.49,0,7.24,4.06,4.28,54.25,0,29.27,61.79,101.94,178.8
261,2025-10-10 00:14:00,1248,4511.69,67.46,6,86.32,6,9.64,8.21,0.57,34.55,1,42.75,82.71,127.2,258.93
262,2025-10-23 00:14:00,3424,6928.17,82.94,6,86.47,12,5.39,12.08,0.61,44.61,0,62.63,75.01,102.17,151.77
263,2025-09-05 00:14:00,2315,7378.94,66.43,1,83.83,0,3.19,8.55,2.5,53.86,0,34.23,59.56,161.73,175.94
264,2025-10-08 00:14:00,1977,2544.78,84.66,3,81.08,7,1.9,7.96,4.1,58.38,0,12.02,79.93,56.85,249.88
265,2025-10-20 00:14:00,3549,6194.8,79.64,3,81.55,7,5.52,8.64,1.43,43.21,0,46.59,83.34,84.54,222.82
266,2025-10-05 00:14:00,1795,6402.35,63.85,3,80.42,16,7.21,7.98,0.0,20.86,0,47.87,68.99,96.2,349.6
267,2025-11-16 00:14:00,1091,4404.87,91.65,6,80.84,8,5.95,6.37,3.57,55.23,0,52.03,86.66,113.18,341.69
268,2025-10-02 00:14:00,943,7751.41,72.65,4,84.66,11,5.0,9.65,3.24,37.8,0,60.93,58.33,138.04,206.6
269,2025-10-17 00:14:00,3106,4699.89,71.9,4,81.42,10,3.82,8.45,1.91,29.83,0,59.56,60.05,99.27,277.86
270,2025-10-24 00:14:00,1219,5251.15,82.01,0,88.41,0,2.82,8.04,2.01,21.68,0,53.88,76.37,57.33,287.46
271,2025-11-13 00:14:00,4254,4653.86,91.49,6,92.44,13,6.67,6.05,2.03,58.14,1,67.93,75.25,125.28,220.13
272,2025-10-02 00:14:00,418,5031.16,69.84,2,82.1,11,6.83,10.61,3.11,51.29,0,27.22,67.83,122.65,175.22
273,2025-11-09 00:14:00,4196,2807.45,80.62,5,86.2,12,1.91,9.33,2.37,47.74,1,57.57,83.1,41.74,249.39
274,2025-10-23 00:14:00,2711,2119.9,84.29,5,87.5,29,8.18,6.89,3.49,63.89,0,59.4,80.31,99.89,241.36
275,2025-10-09 00:14:00,2403,8189.01,86.93,7,87.36,0,6.15,10.0,0.15,56.37,0,31.41,83.58,52.3,228.21
276,2025-10-29 00:14:00,1955,3306.08,81.76,2,85.38,18,7.8,7.0,2.14,66.16,0,27.46,73.77,80.06,272.12
277,2025-10-25 00:14:00,2899,3017.22,76.33,0,88.71,8,2.32,6.44,1.87,36.07,0,38.81,81.03,72.92,212.46
278,2025-10-14 00:14:00,2462,693.22,71.72,5,87.41,11,2.27,6.48,2.74,49.65,0,40.08,70.54,124.28,192.4
279,2025-10-24 00:14:00,3603,3722.08,80.86,8,78.81,9,4.7,4.46,2.46,33.83,1,61.3,95.54,103.5,255.45
280,2025-10-18 00:14:00,2614,2353.82,69.28,7,89.35,7,6.01,8.94,3.8,47.71,0,40.78,66.87,61.43,269.3
281,2025-10-24 00:14:00,2650,8284.03,50.79,5,89.44,7,8.59,4.34,1.14,47.51,0,37.15,96.05,126.4,191.17
282,2025-11-01 00:14:00,2136,7019.63,84.37,4,81.18,11,6.41,5.54,3.05,56.27,0,40.83,75.35,56.99,296.4
283,2025-11-15 00:14:00,2443,3623.7,89.04,6,85.19,2,4.51,3.85,3.56,50.46,0,66.78,61.24,109.9,161.48
284,2025-10-05 00:14:00,2807,9504.87,56.37,3,88.42,13,2.95,7.83,4.86,56.23,0,50.2,88.68,75.58,221.09
285,2025-11-23 00:14:00,789,6963.53,69.9,5,83.95,7,7.46,7.7,2.52,57.03,0,47.31,76.26,89.03,237.1
286,2025-09-24 00:14:00,1151,4350.34,86.19,6,90.36,4,3.07,7.35,3.32,71.55,0,48.35,83.51,115.13,218.19
287,2025-10-21 00:14:00,3243,100.0,100.0,7,96.82,7,8.26,5.91,1.2,46.85,1,69.38,87.24,115.64,221.75
288,2025-10-31 00:14:00,2670,9581.89,80.21,10,81.07,16,4.43,5.66,0.61,40.59,0,38.76,78.38,140.11,343.55
289,2025-10-27 00:14:00,2316,2220.86,72.72,5,78.09,7,8.18,8.93,3.84,52.46,0,69.73,69.08,97.53,207.46
290,2025-10-14 00:14:00,2518,1709.2,78.17,3,86.52,11,6.36,6.9,2.99,41.98,0,53.16,84.76,109.19,372.06
291,2025-10-20 00:14:00,2847,7045.14,93.75,4,88.61,6,4.73,8.63,4.18,64.82,0,47.59,75.01,86.87,271.86
292,2025-10-16 00:14:00,1960,9879.5,73.54,1,83.85,13,3.96,6.23,1.63,47.17,0,87.51,81.86,105.46,254.6
293,2025-10-15 00:14:00,1721,7768.55,72.01,3,92.27,13,4.32,8.36,3.52,44.34,0,34.17,53.46,113.18,273.81
294,2025-11-04 00:14:00,2695,6127.82,75.17,4,78.31,19,5.86,10.61,4.87,45.29,1,44.69,79.47,97.05,376.5
295,2025-10-28 00:14:00,1521,6189.51,70.47,3,88.46,9,5.15,9.17,3.42,57.18,0,31.51,68.61,45.89,200.32
296,2025-10-13 00:14:00,2908,6706.83,81.23,5,81.97,13,3.81,7.18,3.28,48.42,0,64.29,91.53,109.94,193.98
297,2025-11-05 00:14:00,797,6517.86,96.25,3,93.6,10,4.67,8.51,3.01,43.58,0,75.34,81.23,110.94,212.26
298,2025-10-27 00:14:00,3529,5562.38,83.23,7,94.96,16,5.16,7.52,1.43,66.65,0,75.05,77.4,79.59,251.61
299,2025-11-04 00:14:00,2972,5208.4,77.48,5,81.17,6,0.74,8.02,4.36,41.44,0,68.36,79.86,61.47,163.71
300,2025-11-01 00:14:00,2756,4874.81,77.08,4,82.25,13,5.92,7.35,2.39,50.36,0,47.04,65.02,144.28,251.12
301,2025-10-11 00:14:00,3482,3492.07,64.37,4,89.3,9,3.04,7.67,3.5,56.52,0,44.52,91.23,114.74,334.68
302,2025-10-15 00:14:00,4165,4438.65,88.83,5,83.06,9,2.69,8.42,1.44,33.69,0,24.93,94.91,93.13,257.57
303,2025-11-03 00:14:00,3514,1614.09,79.22,6,84.77,10,1.63,6.01,1.82,54.8,0,80.54,78.93,65.89,235.37
304,2025-11-01 00:14:00,659,4803.32,78.2,3,85.13,11,1.41,5.97,4.44,39.45,0,57.03,90.9,75.35,219.09
305,2025-10-23 00:14:00,1220,3022.82,100.0,3,75.4,9,2.29,5.22,2.65,58.23,1,42.62,69.31,139.08,294.93
306,2025-10-24 00:14:00,1875,2792.82,82.99,4,84.93,11,3.58,4.8,4.45,40.37,0,69.92,67.03,104.13,208.71
307,2025-11-11 00:14:00,2526,5359.79,72.48,2,81.55,17,8.91,5.57,2.92,56.93,0,35.41,75.41,83.48,342.32
308,2025-10-15 00:14:00,3017,7784.0,75.74,3,82.53,14,3.95,8.32,1.16,61.06,0,56.1,79.35,115.29,346.67
309,2025-10-31 00:14:00,1774,6836.63,91.48,4,92.22,14,5.36,6.21,3.89,58.61,0,47.41,71.06,75.57,262.84
310,2025-10-20 00:14:00,2686,1859.0,81.13,6,78.72,7,5.8,9.03,2.41,52.51,1,59.58,80.38,145.03,249.42
311,2025-10-20 00:14:00,1744,3020.74,65.62,5,89.07,5,5.26,8.07,3.7,47.69,0,49.05,78.06,140.58,301.53
312,2025-11-08 00:14:00,1888,6881.54,89.19,5,83.61,14,4.85,4.06,3.03,44.24,0,28.24,65.02,86.0,304.74
313,2025-11-04 00:14:00,1093,3035.03,73.32,6,83.6,14,2.61,9.31,1.46,64.71,0,51.13,80.19,81.14,209.7
314,2025-11-04 00:14:00,1576,4550.73,98.73,4,88.95,17,7.9,9.62,3.16,43.01,0,65.73,83.64,21.46,223.67
315,2025-11-11 00:14:00,1148,6100.1,90.8,5,86.7,6,8.61,6.01,5.2,39.63,0,49.56,76.71,55.55,183.88
316,2025-10-23 00:14:00,1524,3063.31,75.53,4,87.85,8,1.63,8.84,3.49,56.65,0,61.63,86.53,59.82,270.45
317,2025-11-02 00:14:00,3553,5210.75,92.81,5,89.84,1,2.95,6.29,2.94,42.04,0,34.32,62.83,104.06,283.33
318,2025-10-19 00:14:00,1550,2331.95,80.68,3,83.34,8,4.44,8.2,4.08,40.5,0,49.61,79.68,90.21,182.5
319,2025-10-27 00:14:00,5000,3797.26,88.53,0,81.94,14,3.07,5.47,3.21,35.56,0,40.63,63.3,59.64,227.24
320,2025-10-22 00:14:00,2993,5639.56,84.85,4,79.57,7,6.01,4.41,3.21,45.17,0,61.2,63.86,91.57,182.64
321,2025-10-24 00:14:00,2684,1814.01,71.54,7,80.87,13,3.54,7.23,1.91,49.17,0,50.47,68.69,115.16,205.06
322,2025-10-31 00:14:00,1641,5880.95,73.56,6,99.75,9,9.33,7.75,3.23,52.43,0,60.35,65.58,115.84,277.55
323,2025-10-11 00:14:00,3200,4960.72,90.3,6,91.22,11,7.38,7.2,4.04,59.51,0,66.32,69.52,43.01,213.33
324,2025-11-23 00:14:00,1924,6104.98,76.65,7,78.24,4,5.43,5.63,2.16,55.27,0,60.37,72.86,96.15,234.96
325,2025-10-08 00:14:00,2622,5447.83,75.96,5,78.39,10,7.05,7.2,4.42,48.09,0,54.1,83.37,58.5,168.63
326,2025-10-05 00:14:00,5000,7728.28,70.45,5,87.41,0,7.21,8.54,2.91,48.02,0,35.03,71.79,127.05,259.35
327,2025-11-09 00:14:00,2403,5250.45,84.24,3,87.74,9,3.87,7.91,2.11,55.1,0,49.96,59.14,123.52,247.79
328,2025-11-03 00:14:00,3649,4141.19,100.0,4,87.74,1,3.37,8.37,4.0,62.73,0,42.0,86.4,73.06,213.55
329,2025-11-01 00:14:00,1796,5244.6,69.32,6,83.73,16,5.16,6.66,2.71,51.26,0,44.84,66.63,77.02,240.55
330,2025-11-01 00:14:00,2465,6086.6,80.24,7,84.37,13,6.72,10.34,3.76,45.31,0,44.38,74.41,86.16,259.01
331,2025-10-23 00:14:00,4270,5097.72,94.12,4,86.64,12,5.28,5.65,2.71,40.07,0,35.3,79.47,32.42,209.26
332,2025-10-10 00:14:00,1873,5081.18,79.2,4,85.43,17,1.85,8.98,2.94,35.55,0,20.64,77.0,110.08,176.19
333,2025-10-24 00:14:00,4312,3596.02,84.52,5,73.9,5,3.39,10.36,3.49,56.66,0,39.98,85.94,91.81,340.28
334,2025-10-13 00:14:00,3207,3674.2,69.38,6,83.85,18,4.85,8.96,3.29,55.78,0,52.9,79.79,129.11,218.34
335,2025-11-06 00:14:00,1937,2194.79,84.28,2,80.74,14,4.85,7.59,1.0,55.77,0,29.78,66.39,67.05,245.16
336,2025-10-21 00:14:00,3132,8499.15,78.13,0,85.88,8,8.95,6.94,1.88,48.71,1,50.24,96.79,81.43,300.54
337,2025-10-11 00:14:00,3472,2512.27,89.86,3,99.93,15,2.23,10.07,3.93,64.07,0,78.5,76.94,54.8,426.45
338,2025-10-19 00:14:00,3121,3614.19,91.87,2,86.84,4,6.01,5.15,2.87,45.16,0,65.35,73.53,69.87,187.78
339,2025-10-29 00:14:00,929,3563.19,100.0,3,83.43,5,7.98,6.06,2.48,59.55,0,74.65,84.64,64.54,272.49
340,2025-10-15 00:14:00,1772,6789.85,85.8,4,89.61,6,9.54,7.2,1.64,49.61,0,55.87,77.49,129.88,214.62
341,2025-10-11 00:14:00,2252,4410.1,83.26,4,87.41,7,4.19,10.48,1.92,43.92,0,67.51,78.99,79.05,223.06
342,2025-10-26 00:14:00,2425,7495.48,81.94,7,87.1,4,5.98,8.76,0.98,55.93,0,39.14,99.92,103.73,213.99
343,2025-10-26 00:14:00,3120,3653.02,76.47,5,88.03,16,6.14,6.06,2.9,54.1,0,40.33,72.25,88.58,193.72
344,2025-10-16 00:14:00,2677,5557.99,83.38,5,95.28,8,5.39,7.38,2.4,53.57,1,8.91,71.82,61.92,247.94
345,2025-10-16 00:14:00,1164,3329.31,77.05,6,79.35,11,4.8,6.77,2.03,50.81,0,67.79,76.17,94.95,176.27
346,2025-10-26 00:14:00,2880,9290.3,81.68,2,87.37,7,5.87,6.58,2.93,49.62,0,73.1,85.72,117.97,297.34
347,2025-10-02 00:14:00,3110,2624.8,93.18,7,80.37,0,0.0,9.96,3.36,73.88,0,41.7,59.93,63.77,252.75
348,2025-10-02 00:14:00,3059,5619.64,69.93,4,87.78,11,6.36,5.26,5.09,61.84,0,46.19,55.34,124.27,271.12
349,2025-10-13 00:14:00,3580,6267.55,91.4,6,80.41,0,5.25,11.22,1.49,57.23,0,38.69,69.13,74.51,226.69
350,2025-10-20 00:14:00,3333,5827.6,93.17,2,82.91,9,4.56,9.66,4.16,51.12,0,55.74,58.66,85.51,231.64
351,2025-10-27 00:14:00,2959,4629.42,78.82,1,83.52,3,9.09,10.18,3.97,60.07,1,66.87,70.75,115.92,264.38
352,2025-11-14 00:14:00,2429,4740.36,58.78,6,89.88,19,3.65,7.07,2.22,55.18,0,23.86,80.02,80.1,191.8
353,2025-11-04 00:14:00,839,5087.62,73.92,5,89.59,14,4.19,7.7,3.2,50.26,0,56.14,66.09,101.13,232.1
354,2025-10-21 00:14:00,2929,4706.0,92.97,3,78.77,10,8.98,5.13,2.54,46.96,0,45.85,60.73,90.56,207.02
355,2025-10-23 00:14:00,2707,6927.76,79.77,3,85.27,16,3.34,6.95,3.19,49.19,0,51.7,75.69,103.88,205.47
356,2025-10-08 00:14:00,2771,9421.05,70.01,7,81.45,5,3.9,8.99,4.51,18.3,0,56.88,83.63,28.58,144.51
357,2025-10-23 00:14:00,1223,3885.02,74.95,2,78.71,12,4.71,10.59,3.61,52.11,0,47.18,58.05,45.11,316.97
358,2025-10-19 00:14:00,1418,2260.39,88.41,8,83.91,10,6.68,5.79,3.51,45.12,0,48.45,83.2,118.48,215.67
359,2025-10-27 00:14:00,3553,4823.44,85.47,3,83.46,11,5.42,7.27,2.57,65.93,0,46.79,83.17,131.12,308.17
360,2025-10-11 00:14:00,2460,10000.0,77.61,6,97.13,16,2.41,7.7,1.52,50.19,0,64.55,84.54,72.69,303.44
361,2025-10-30 00:14:00,3181,3392.65,76.33,4,87.16,13,3.94,5.21,2.79,38.11,0,56.28,87.18,92.68,185.7
362,2025-11-14 00:14:00,2528,8278.23,76.08,6,78.11,11,3.79,9.18,4.21,49.5,0,53.31,97.02,108.84,195.58
363,2025-10-22 00:14:00,2529,8355.4,70.78,3,82.18,1,4.85,6.55,1.47,39.54,0,30.94,71.44,120.8,378.03
364,2025-10-29 00:14:00,3438,3892.82,96.15,4,90.11,5,5.85,7.61,1.94,54.73,0,44.32,76.1,39.17,337.55
365,2025-11-02 00:14:00,1983,6137.97,76.78,5,95.44,9,5.84,7.1,3.13,52.91,0,63.48,70.84,73.42,248.42
366,2025-10-17 00:14:00,2596,8256.79,92.17,2,77.07,10,1.45,6.42,2.02,59.58,0,50.57,75.02,90.02,262.87
367,2025-10-26 00:14:00,2037,4241.74,95.21,6,75.6,4,7.13,7.99,2.21,42.09,0,59.89,90.33,121.09,218.46
368,2025-10-23 00:14:00,2065,4592.84,89.98,3,94.35,22,5.51,7.57,2.58,50.34,0,76.5,61.55,174.95,271.62
369,2025-10-24 00:14:00,2190,3836.64,75.68,4,86.95,17,7.77,7.26,1.63,36.35,1,65.58,66.39,93.16,214.14
370,2025-10-12 00:14:00,2722,2970.49,84.04,3,80.66,13,5.89,6.54,2.03,57.01,0,51.4,88.77,57.79,148.38
371,2025-10-23 00:14:00,2021,3701.44,79.76,0,87.67,10,7.2,8.64,3.7,55.19,0,42.34,85.2,112.07,183.92
372,2025-10-30 00:14:00,3755,2552.12,70.96,4,71.82,8,5.93,11.31,1.69,54.96,0,11.7,71.37,139.63,251.05
373,2025-11-13 00:14:00,1605,5068.17,83.24,9,85.02,5,7.69,8.28,1.4,50.02,0,47.47,83.54,103.24,193.45
374,2025-11-06 00:14:00,2313,3460.05,68.21,6,86.64,10,6.04,9.99,2.37,54.15,0,45.11,78.41,72.8,246.64
375,2025-11-24 00:14:00,2060,5467.57,91.88,4,89.62,11,4.8,5.22,3.73,66.04,0,55.86,90.0,128.74,196.27
376,2025-10-12 00:14:00,3946,1888.21,75.35,4,79.93,3,9.54,8.32,2.8,47.15,0,47.69,75.75,119.91,210.88
377,2025-11-05 00:14:00,2696,5661.76,82.01,5,85.43,11,6.78,5.81,2.54,51.39,0,45.19,85.26,69.22,292.66
378,2025-10-25 00:14:00,3531,6667.06,82.83,6,80.37,9,6.15,5.05,3.04,39.14,1,23.31,100.0,111.44,262.37
379,2025-11-24 00:14:00,1014,1012.53,77.41,2,86.28,0,2.45,6.52,1.25,41.32,0,35.9,80.98,129.92,249.52
380,2025-10-11 00:14:00,2767,5748.11,85.87,7,80.52,5,2.42,10.38,3.49,50.98,0,57.15,75.49,135.46,293.95
381,2025-10-11 00:14:00,3389,7455.34,75.25,6,82.96,7,5.59,9.9,3.38,61.04,0,75.74,82.22,98.01,274.03
382,2025-10-15 00:14:00,2582,2580.72,88.71,6,80.02,19,5.29,8.49,2.59,47.44,0,48.54,71.35,89.26,322.33
383,2025-09-22 00:14:00,3565,8345.14,66.54,5,88.26,12,3.77,4.93,4.01,47.64,1,54.92,98.88,136.82,227.01
384,2025-10-16 00:14:00,1982,5838.04,81.26,5,89.29,3,5.28,7.61,1.87,45.93,0,64.29,76.8,63.7,228.52
385,2025-10-12 00:14:00,3909,3589.98,99.39,6,83.83,12,8.18,8.6,4.13,44.65,0,37.84,72.27,113.16,184.94
386,2025-10-25 00:14:00,4798,4888.46,70.0,6,85.19,2,6.39,8.35,3.15,52.95,0,55.5,66.64,58.9,228.55
387,2025-10-28 00:14:00,2137,6116.65,73.22,4,77.76,15,2.72,4.31,2.66,35.03,0,38.89,85.97,131.96,298.24
388,2025-11-20 00:14:00,2054,5152.01,85.14,3,83.5,7,4.78,6.22,2.98,62.81,0,62.97,83.67,92.26,315.0
389,2025-11-06 00:14:00,3953,6077.51,81.8,5,84.75,9,3.39,7.87,2.89,43.35,0,52.27,70.03,138.06,298.02
390,2025-10-15 00:14:00,4079,3158.65,83.51,8,98.1,16,4.22,9.07,4.22,57.22,1,54.48,80.76,114.74,160.29
391,2025-10-10 00:14:00,1977,5338.72,84.89,2,79.44,3,4.17,3.61,1.92,37.3,0,38.26,59.91,63.3,304.16
392,2025-10-30 00:14:00,2079,2172.57,86.35,2,92.32,3,4.04,7.68,2.24,56.69,0,60.61,76.85,142.74,158.07
393,2025-10-04 00:14:00,2218,4777.55,91.1,5,89.98,7,2.49,8.29,4.04,56.72,0,81.27,79.53,146.54,294.91
394,2025-11-19 00:14:00,1155,3192.18,84.1,5,86.4,15,4.74,9.7,2.4,53.84,0,34.88,92.07,126.47,231.61
395,2025-11-09 00:14:00,1581,3528.94,77.59,5,93.79,2,3.88,9.39,3.9,40.06,0,44.9,67.29,77.15,285.13
396,2025-10-16 00:14:00,1495,7472.19,86.73,5,86.86,0,0.0,9.17,4.7,52.5,0,53.47,62.22,90.82,183.38
397,2025-09-28 00:14:00,1732,7182.62,99.0,4,86.95,7,9.11,6.4,2.6,38.17,0,61.8,66.05,104.36,308.56
398,2025-11-12 00:14:00,2465,6218.28,78.67,7,84.73,12,7.18,4.18,3.68,47.47,1,41.61,61.63,78.89,176.75
399,2025-10-22 00:14:00,2734,2815.37,70.25,1,91.12,16,4.25,7.21,1.85,60.29,0,7.5,88.37,150.77,216.58
400,2025-11-10 00:14:00,4050,4367.18,91.07,3,90.48,7,5.04,10.0,3.75,57.97,1,70.39,90.49,104.33,200.1
401,2025-09-30 00:14:00,1501,7426.2,78.8,4,81.87,7,2.66,10.79,3.2,50.15,0,61.41,78.2,18.9,162.29
