mr_id,updated,prod_volume,prod_cost,supl_quality,delivery_delay,quality_sc,mainten_hours,downtime_perc,inv_turnover,stockout_rate,worker_prod,safety_incid,energy_cons,energy_eff,add_proc_time,add_mater_cost
201,2025-10-23 01:13:32,2857,3954.55,81.25,5,94.02,11,5.37,10.13,3.24,40.07,0,49.62,69.48,135.73,256.98
202,2025-10-23 01:13:32,3060,7098.02,75.71,5,84.05,15,5.85,10.91,1.91,35.55,0,46.74,64.03,95.59,253.25
203,2025-10-23 01:13:32,3583,3591.31,81.22,6,88.6,20,5.44,6.17,2.01,56.66,0,50.88,97.92,33.41,290.66
204,2025-10-23 01:13:32,3553,2183.08,85.43,7,78.53,15,7.56,6.33,2.03,55.78,0,40.94,93.67,58.01,207.81
205,2025-10-23 01:13:32,1122,1886.74,80.49,5,80.22,11,3.1,7.72,3.11,55.77,1,44.85,63.38,92.52,162.82
206,2025-10-23 01:13:32,1562,6212.02,80.41,4,87.36,15,3.65,8.62,2.37,48.71,0,18.71,90.82,65.11,257.84
207,2025-10-23 01:13:32,3015,2439.14,72.98,6,92.42,10,3.45,6.95,3.49,64.07,1,64.61,71.01,87.6,264.06
208,2025-10-23 01:13:32,3013,8509.59,73.37,8,86.78,10,6.66,10.7,0.15,45.16,0,54.48,76.29,100.97,324.48
209,2025-10-23 01:13:32,3015,836.14,65.97,4,83.43,8,6.8,8.85,2.14,59.55,0,38.4,74.37,143.87,186.48
210,2025-10-23 01:13:32,5000,8392.91,97.5,3,85.0,17,5.9,8.08,1.87,49.61,0,78.48,68.4,91.29,307.73
211,2025-10-23 01:13:32,3070,5422.03,67.56,7,78.75,5,7.37,5.13,2.74,43.92,0,51.31,84.84,132.18,368.37
212,2025-10-23 01:13:32,3635,4806.57,73.07,4,88.02,17,2.64,5.37,2.46,55.93,0,34.46,76.26,142.86,231.11
213,2025-10-23 01:13:32,3454,3910.16,72.82,0,89.41,12,8.33,8.56,3.8,54.1,0,62.85,70.23,143.03,185.45
214,2025-10-23 01:13:32,3151,5798.27,88.95,6,82.74,3,8.05,3.73,1.14,53.57,0,55.97,61.95,108.54,229.65
215,2025-10-23 01:13:32,2184,4924.73,77.05,3,82.65,11,6.47,10.03,3.05,50.81,0,55.92,66.06,41.1,250.7
216,2025-10-23 01:13:32,3258,7206.6,92.48,4,86.33,0,8.56,7.68,3.56,49.62,0,43.61,58.59,113.82,278.19
217,2025-10-23 01:13:32,1727,5228.46,73.27,5,82.82,13,1.69,14.49,4.86,73.88,0,56.76,75.12,131.45,220.43
218,2025-10-23 01:13:32,2263,5300.6,82.79,5,84.67,14,3.95,12.62,2.52,61.84,0,46.07,63.03,97.57,327.76
219,2025-10-23 01:13:32,2014,4272.78,71.65,6,95.5,7,3.53,7.64,3.32,57.23,0,58.34,72.34,152.34,194.27
220,2025-10-23 01:13:32,2581,4886.11,100.0,4,83.76,10,6.44,7.79,1.2,51.12,0,21.43,88.7,125.8,163.04
221,2025-10-23 01:13:32,4814,5615.6,68.12,6,83.21,19,2.9,9.99,0.61,60.07,1,43.49,86.99,117.05,305.34
222,2025-10-23 01:13:32,632,1579.66,83.1,4,81.76,7,6.51,11.41,3.84,55.18,0,75.83,74.68,132.59,136.27
223,2025-10-23 01:13:32,3186,2303.63,86.34,6,88.72,4,7.74,4.72,2.99,50.26,0,38.49,74.13,110.0,239.79
224,2025-10-23 01:13:32,887,6486.53,84.14,6,84.09,17,6.39,4.43,4.18,46.96,0,40.94,93.8,25.22,405.88
225,2025-10-23 01:13:32,2028,5341.73,78.15,3,81.75,19,5.57,6.76,1.63,49.19,1,43.28,80.21,85.03,249.4
226,2025-10-23 01:13:32,3588,4632.03,78.7,7,91.61,10,3.02,9.17,3.52,18.3,0,31.78,71.72,135.92,193.96
227,2025-10-23 01:13:32,2564,5036.87,80.44,3,92.1,15,3.31,8.99,4.87,52.11,0,16.88,60.74,75.77,247.13
228,2025-10-23 01:13:32,1422,5695.16,78.53,6,82.0,16,7.5,10.14,3.42,45.12,0,46.54,78.94,93.3,247.46
229,2025-10-23 01:13:32,1784,3920.48,89.64,5,75.67,6,6.56,5.6,3.28,65.93,0,52.04,83.29,68.65,258.03
230,2025-10-23 01:13:32,3179,3443.39,100.0,8,90.04,7,4.92,3.37,3.01,50.19,0,49.21,68.68,153.52,283.11
231,2025-10-23 01:13:32,1769,5391.69,74.43,4,81.58,16,4.16,9.72,1.43,38.11,1,47.83,77.91,150.44,198.04
232,2025-10-23 01:13:32,2716,3043.25,66.3,4,88.95,18,0.95,6.34,4.36,49.5,0,50.65,71.36,73.48,334.38
233,2025-10-23 01:13:32,2545,5816.51,79.12,4,75.15,12,2.86,3.96,2.39,39.54,0,65.34,73.16,104.42,262.26
234,2025-10-23 01:13:32,1848,1594.83,100.0,4,89.46,5,8.82,8.29,3.5,54.73,0,47.14,50.12,79.59,286.34
235,2025-10-23 01:13:32,4643,7058.31,71.96,6,78.94,19,2.44,9.59,1.44,52.91,0,41.39,72.78,118.45,218.59
236,2025-10-23 01:13:32,3133,5945.19,96.39,1,88.65,7,5.38,7.76,1.82,59.58,1,45.78,84.69,115.29,314.32
237,2025-10-23 01:13:32,474,5512.06,96.78,2,85.07,8,7.01,7.08,4.44,42.09,0,58.69,68.69,124.35,237.15
238,2025-10-23 01:13:32,2686,6965.38,74.46,2,80.23,11,2.49,7.68,2.65,50.34,1,71.18,75.53,109.96,263.88
239,2025-10-23 01:13:32,1838,8330.95,85.69,6,82.96,17,5.37,7.26,4.45,36.35,0,40.58,67.44,188.06,203.34
240,2025-10-23 01:13:32,3352,7028.74,96.28,8,88.43,14,6.88,5.3,2.92,57.01,0,51.48,78.6,69.16,200.15
241,2025-10-23 01:13:32,1707,1318.25,76.21,4,85.53,12,5.02,6.57,1.16,55.19,0,55.08,72.83,48.68,284.41
242,2025-10-23 01:13:32,2385,2440.85,77.96,4,87.92,12,10.74,9.04,3.89,54.96,0,35.11,65.61,88.21,227.82
243,2025-10-23 01:13:32,3004,3750.36,74.18,5,94.88,10,1.66,8.64,2.41,50.02,0,50.31,88.33,52.96,207.31
244,2025-10-23 01:13:32,3365,5052.18,69.85,7,77.18,12,7.12,8.34,3.7,54.15,0,28.01,84.29,55.23,217.84
245,2025-10-23 01:13:32,1299,6035.32,73.51,3,93.09,0,4.65,6.01,3.03,66.04,0,23.46,68.95,69.96,284.95
246,2025-10-23 01:13:32,2165,3548.51,67.76,5,85.52,8,6.54,7.64,1.46,47.15,0,55.5,79.98,72.33,218.55
247,2025-10-23 01:13:32,2025,5373.53,80.34,6,80.51,11,5.88,3.65,3.16,51.39,0,44.24,80.37,71.36,244.12
248,2025-10-23 01:13:32,1846,3489.23,72.3,6,78.35,4,3.53,8.36,5.2,39.14,0,53.03,81.42,115.55,250.75
249,2025-10-23 01:13:32,4265,3776.96,82.34,5,84.05,11,5.46,10.86,3.49,41.32,0,49.73,58.06,84.81,154.13
250,2025-10-23 01:13:32,2904,2186.68,64.44,7,89.61,8,1.28,5.05,2.94,50.98,0,35.35,85.07,94.61,176.44
251,2025-10-23 01:13:32,1239,3153.53,83.31,0,84.36,18,6.21,6.83,4.08,61.04,0,49.32,69.3,126.83,266.81
252,2025-10-23 01:13:32,3417,2296.63,88.34,6,92.56,17,5.6,8.66,3.21,47.44,0,31.5,71.42,77.01,213.15
253,2025-10-23 01:13:32,4622,3048.25,60.06,3,77.74,7,6.28,10.51,3.21,47.64,0,70.86,100.0,92.06,302.84
254,2025-10-23 01:13:32,3532,7107.28,83.74,1,84.94,9,7.12,7.1,1.91,45.93,0,29.66,78.02,110.97,298.34
255,2025-10-23 01:13:32,980,3101.2,92.28,6,78.74,9,5.74,6.62,3.23,44.65,0,47.06,71.14,41.75,285.96
256,2025-10-23 01:13:32,2015,10000.0,67.9,7,86.82,7,5.3,4.06,4.04,52.95,0,34.37,52.95,28.45,340.99
257,2025-10-23 01:13:32,3766,5986.64,96.73,4,89.43,10,3.24,8.21,2.16,35.03,0,58.56,88.9,110.38,245.85
258,2025-10-23 01:13:32,1792,5369.67,84.19,6,82.9,6,3.58,12.08,4.42,62.81,0,45.03,61.55,114.76,282.44
259,2025-10-23 01:13:32,2943,3283.28,72.95,8,71.98,4,7.37,8.55,2.91,43.35,0,42.22,64.97,161.93,220.78
260,2025-10-23 01:13:32,3274,6400.62,79.44,7,85.99,13,7.87,7.96,2.11,57.22,1,62.8,71.69,104.74,372.62
261,2025-10-23 01:13:32,1573,3848.72,85.58,8,87.18,13,4.52,8.64,4.0,37.3,1,50.44,89.16,124.59,349.18
262,2025-10-23 01:13:32,2440,5244.02,80.76,6,87.02,5,5.09,7.98,2.71,56.69,0,57.75,82.73,94.14,250.59
263,2025-10-23 01:13:32,1,10000.0,85.39,5,91.18,14,3.19,6.37,3.76,56.72,0,35.28,73.42,108.92,269.33
264,2025-10-23 01:13:32,1475,4807.88,70.79,1,79.64,6,7.35,9.65,2.71,53.84,0,28.93,78.08,150.02,317.96
265,2025-10-23 01:13:32,2247,7298.55,81.69,4,88.4,11,6.33,8.45,2.94,40.06,1,51.61,69.0,36.28,242.64
266,2025-10-23 01:13:32,1252,3593.65,65.86,3,90.96,14,8.88,8.04,3.49,52.5,0,45.22,76.4,112.41,217.17
267,2025-10-23 01:13:32,4132,4930.02,78.89,9,76.11,9,3.24,6.05,3.29,38.17,1,59.4,75.73,164.07,293.7
268,2025-10-23 01:13:32,1069,8541.6,70.96,4,86.6,12,4.24,10.61,1.0,47.47,0,48.8,84.69,108.46,253.92
269,2025-10-23 01:13:32,2059,3746.07,72.64,5,82.48,7,5.46,9.33,1.88,60.29,0,53.08,84.67,149.52,259.15
270,2025-10-23 01:13:32,2630,8624.9,92.36,6,84.59,9,6.29,6.89,3.93,57.97,0,25.65,79.94,81.12,208.29
271,2025-10-23 01:13:32,3941,6415.5,90.91,5,86.74,8,4.57,10.0,2.87,50.15,1,78.33,71.38,99.04,164.12
272,2025-10-23 01:13:32,1064,3875.07,86.09,8,82.56,6,3.25,7.0,2.48,40.25,1,47.54,82.42,101.01,261.81
273,2025-10-23 01:13:32,3663,6264.82,69.08,3,81.62,9,6.76,6.44,1.64,56.46,0,60.46,74.08,33.47,295.25
274,2025-10-23 01:13:32,2510,6945.11,76.84,5,85.17,2,6.44,6.48,1.92,50.19,0,37.46,64.18,64.95,238.71
275,2025-10-23 01:13:32,1518,6243.62,92.13,3,79.56,7,3.17,4.46,0.98,26.8,0,54.62,70.97,67.09,321.82
276,2025-10-23 01:13:32,2962,1859.55,81.42,2,79.57,8,7.71,8.94,2.9,57.83,0,30.46,75.85,124.66,214.8
277,2025-10-23 01:13:32,2699,3545.73,100.0,3,88.4,8,7.34,4.34,2.4,49.76,0,56.78,84.1,126.16,197.26
278,2025-10-23 01:13:32,1899,4504.96,83.93,4,79.26,8,5.27,5.54,2.03,62.02,0,44.66,73.16,109.72,246.64
279,2025-10-23 01:13:32,2569,4851.13,81.92,4,88.33,9,5.16,3.85,2.93,39.05,0,50.44,62.91,124.72,245.87
280,2025-10-23 01:13:32,2114,6241.34,76.91,3,87.31,12,6.11,7.83,3.36,18.23,0,60.47,75.57,95.08,288.5
281,2025-10-23 01:13:32,2613,5355.4,81.34,2,76.37,14,3.28,7.7,5.09,52.79,0,31.51,76.13,136.06,211.25
282,2025-10-23 01:13:32,3162,2329.31,78.48,4,81.61,6,5.06,7.35,1.49,52.92,0,39.73,76.86,100.26,318.4
283,2025-10-23 01:13:32,4086,5760.4,87.08,1,90.97,3,0.7,5.91,4.16,33.09,1,56.86,84.2,101.74,348.35
284,2025-10-23 01:13:32,1262,6221.17,89.57,6,80.09,4,6.75,5.66,3.97,40.22,0,81.47,85.19,92.03,248.04
285,2025-10-23 01:13:32,4633,6119.58,72.14,5,82.68,7,1.88,8.93,2.22,77.55,1,47.93,69.06,120.53,312.49
286,2025-10-23 01:13:32,547,7161.56,66.69,2,87.31,8,8.01,6.9,3.2,46.94,0,58.87,68.84,87.36,197.18
287,2025-10-23 01:13:32,2348,6667.84,61.64,4,88.92,6,4.34,8.63,2.54,57.31,0,48.4,64.6,129.29,303.76
288,2025-10-23 01:13:32,3088,5918.36,85.08,3,83.74,3,4.58,6.23,3.19,43.49,1,79.13,81.99,66.04,302.36
289,2025-10-23 01:13:32,2780,4859.67,68.97,5,82.01,7,3.74,8.36,4.51,29.1,0,23.79,89.49,67.03,293.17
290,2025-10-23 01:13:32,1877,1678.08,58.47,7,92.11,10,4.42,10.61,3.61,48.3,0,51.42,71.85,120.62,249.22
291,2025-10-23 01:13:32,2291,5859.24,83.89,1,93.69,12,7.84,9.17,3.51,47.34,1,25.62,72.59,97.34,102.29
292,2025-10-23 01:13:32,2006,5415.38,100.0,5,89.89,7,0.02,7.18,2.57,46.0,0,12.4,89.67,86.38,217.91
293,2025-10-23 01:13:32,1910,5543.16,79.94,4,85.43,7,7.55,8.51,1.52,48.85,0,54.46,80.06,126.7,218.7
294,2025-10-23 01:13:32,3349,2446.5,88.38,6,80.96,5,5.68,7.52,2.79,52.64,0,52.09,79.36,81.78,201.09
295,2025-10-23 01:13:32,2857,2837.89,80.82,5,80.85,9,2.59,8.02,4.21,48.5,1,45.73,63.09,93.99,256.11
296,2025-10-23 01:13:32,1807,7106.31,79.01,3,87.61,5,2.85,7.35,1.47,37.36,0,48.41,81.79,141.98,229.05
297,2025-10-23 01:13:32,3399,4920.89,89.19,4,87.09,12,8.35,7.67,1.94,54.86,0,96.47,65.71,146.17,208.77
298,2025-10-23 01:13:32,2807,6363.0,77.1,3,92.01,1,3.11,8.42,3.13,30.51,0,46.13,63.66,147.17,197.06
299,2025-10-23 01:13:32,3312,5056.64,82.67,7,88.25,8,2.69,6.01,2.02,29.5,0,57.65,71.53,91.54,214.22
300,2025-10-23 01:13:32,3129,5059.51,83.22,5,77.48,11,7.27,5.97,2.21,57.39,0,40.26,69.14,136.92,306.07
301,2025-10-23 01:13:32,1671,6876.57,73.32,8,90.26,10,5.68,5.22,2.58,55.07,0,54.43,72.78,71.53,216.95
302,2025-10-23 01:13:32,1939,3967.91,89.92,4,80.01,23,3.12,4.8,1.63,49.43,0,46.43,60.59,72.79,224.25
303,2025-10-23 01:13:32,3247,5192.24,78.25,3,83.08,11,5.43,5.57,2.03,36.05,0,43.84,84.59,29.49,227.17
304,2025-10-23 01:13:32,3110,4075.45,72.44,1,86.25,4,2.95,8.32,3.7,42.92,0,77.28,86.28,150.19,266.95
305,2025-10-23 01:13:32,2479,4131.01,85.37,1,94.98,9,7.2,6.21,1.69,47.37,0,67.66,55.53,74.08,272.81
306,2025-10-23 01:13:32,2617,4381.66,71.02,1,100.0,1,7.12,9.03,1.4,34.04,1,52.05,84.78,96.2,97.77
307,2025-10-23 01:13:32,3777,5444.27,80.28,5,88.03,9,6.06,8.07,2.37,42.61,0,15.44,66.89,72.69,301.08
308,2025-10-23 01:13:32,1908,4042.5,79.91,6,84.08,5,5.72,4.06,3.73,56.52,0,44.58,83.57,120.85,321.82
309,2025-10-23 01:13:32,3047,7511.51,90.86,1,87.67,14,8.52,9.31,2.8,64.27,0,90.55,74.32,88.73,197.49
310,2025-10-23 01:13:32,2297,3210.79,84.75,6,89.44,7,5.0,9.62,2.54,45.81,0,46.54,75.29,60.86,201.39
311,2025-10-23 01:13:32,2282,4626.26,79.75,4,83.4,9,2.64,6.01,3.04,57.56,0,66.55,73.15,113.25,227.49
312,2025-10-23 01:13:32,3598,4120.54,88.18,5,93.98,6,5.9,8.84,1.25,30.86,1,71.63,87.12,56.99,212.2
313,2025-10-23 01:13:32,3325,7893.96,93.9,8,86.15,18,9.17,6.29,3.49,56.59,0,53.28,62.6,74.88,261.2
314,2025-10-23 01:13:32,3313,5393.11,85.58,6,87.49,8,2.97,8.2,3.38,41.96,0,37.37,81.08,36.79,152.67
315,2025-10-23 01:13:32,3805,7063.69,80.1,4,88.33,19,4.28,5.47,2.59,53.07,0,13.47,86.01,57.28,194.1
316,2025-10-23 01:13:32,2521,2028.88,66.88,3,87.11,14,5.83,4.41,4.01,47.52,0,60.26,82.16,105.36,326.96
317,2025-10-23 01:13:32,3181,5534.1,69.35,0,89.19,12,4.89,7.23,1.87,63.2,0,37.78,98.25,41.06,203.59
318,2025-10-23 01:13:32,2189,6779.26,76.95,3,81.91,11,3.04,7.75,4.13,41.26,0,52.64,69.71,55.57,312.17
319,2025-10-23 01:13:32,2824,5164.57,73.9,4,82.21,11,7.24,7.2,3.15,56.28,0,31.25,84.57,99.93,267.77
320,2025-10-23 01:13:32,2369,7130.96,78.13,3,79.5,0,9.64,5.63,2.66,47.2,0,46.02,73.94,83.69,159.54
321,2025-10-23 01:13:32,2596,3965.42,80.57,4,87.2,8,5.39,7.2,2.98,48.42,0,50.51,87.33,159.76,281.77
322,2025-10-23 01:13:32,3095,7818.69,85.3,5,88.89,14,3.19,8.54,2.89,48.16,0,54.03,74.92,155.02,244.12
323,2025-10-23 01:13:32,1681,9597.8,79.3,4,87.29,9,1.9,7.91,4.22,41.54,1,33.28,71.12,73.96,227.23
324,2025-10-23 01:13:32,4592,4274.32,84.87,3,93.37,2,5.52,8.37,1.92,49.86,0,67.95,88.06,116.71,262.25
325,2025-10-23 01:13:32,1493,4108.99,80.64,5,84.97,9,7.21,6.66,2.24,49.37,0,41.05,70.08,122.48,273.73
326,2025-10-23 01:13:32,1285,7906.77,60.25,5,88.34,18,5.95,10.34,4.04,52.41,0,24.88,60.87,82.08,285.38
327,2025-10-23 01:13:32,3658,8159.14,70.61,2,79.54,16,5.0,5.65,2.4,50.85,0,48.36,69.83,55.13,308.91
328,2025-10-23 01:13:32,3291,3954.28,78.56,7,83.06,9,3.82,8.98,3.9,57.98,0,50.52,81.19,99.63,270.41
329,2025-10-23 01:13:32,3124,4159.63,67.9,4,88.48,14,2.82,10.36,4.7,59.24,0,52.41,88.92,94.81,181.22
330,2025-10-23 01:13:32,3128,4436.43,86.0,5,89.25,8,6.67,8.96,2.6,39.49,0,70.43,76.11,86.93,226.32
331,2025-10-23 01:13:32,2487,2311.1,95.31,6,83.53,1,6.83,7.59,3.68,58.69,0,46.45,88.18,113.27,397.15
332,2025-10-23 01:13:32,1602,3162.7,92.19,5,84.64,5,1.91,6.94,1.85,38.14,0,48.21,61.42,77.48,286.22
333,2025-10-23 01:13:32,2575,2991.72,77.87,6,77.41,17,8.18,10.07,3.75,55.88,0,33.45,70.57,65.44,368.46
334,2025-10-23 01:13:32,1822,3464.4,94.91,5,83.21,8,6.15,5.15,3.2,56.2,1,62.31,72.11,103.27,319.77
335,2025-10-23 01:13:32,3475,4930.63,81.49,3,89.45,8,7.8,6.06,3.47,30.89,0,52.76,73.85,111.58,262.09
336,2025-10-23 01:13:32,2352,5468.43,76.63,5,87.88,8,2.32,7.2,2.35,50.93,0,43.7,75.84,64.7,265.07
337,2025-10-23 01:13:32,1674,8101.0,73.87,2,87.5,19,2.27,10.48,1.34,45.32,0,21.43,81.91,127.84,248.17
338,2025-10-23 01:13:32,2178,3003.29,76.98,5,85.25,18,4.7,8.76,3.5,42.41,0,71.67,70.55,46.89,163.11
339,2025-10-23 01:13:32,2912,6968.64,76.12,4,85.04,21,6.01,6.06,0.94,63.51,0,31.58,76.39,82.66,250.9
340,2025-10-23 01:13:32,1936,4572.02,81.7,4,81.7,9,8.59,7.38,2.68,43.46,0,41.13,74.55,92.26,310.53
341,2025-10-23 01:13:32,1677,4901.07,81.61,4,88.49,11,6.41,6.77,3.94,41.94,0,55.38,65.74,80.91,220.02
342,2025-10-23 01:13:32,2743,6349.64,80.03,1,87.1,2,4.51,6.58,3.19,50.76,0,32.05,73.86,83.05,270.6
343,2025-10-23 01:13:32,2744,2754.56,84.37,3,87.46,17,2.95,9.96,4.95,56.86,0,27.6,73.56,156.13,292.58
344,2025-10-23 01:13:32,1993,5764.82,91.91,5,82.37,4,7.46,5.26,4.03,48.58,0,18.14,73.35,74.47,204.52
345,2025-10-23 01:13:32,2028,5332.9,89.5,5,74.23,11,3.07,11.22,2.35,61.66,0,60.81,75.32,173.24,227.43
346,2025-10-23 01:13:32,2732,5984.9,65.15,2,90.49,4,8.26,9.66,3.03,55.31,1,41.82,75.76,113.11,199.1
347,2025-10-23 01:13:32,1051,5578.34,54.46,7,82.61,7,4.43,10.18,2.95,28.22,0,93.91,70.68,102.76,208.89
348,2025-10-23 01:13:32,1092,9910.6,89.34,3,80.69,5,8.18,7.07,1.42,44.71,0,35.08,87.73,114.29,185.62
349,2025-10-23 01:13:32,1781,3724.52,66.33,6,88.47,6,6.36,7.7,2.06,44.38,0,36.18,63.31,175.9,204.98
350,2025-10-23 01:13:32,2286,3938.01,77.75,5,83.04,7,4.73,5.13,2.44,54.79,0,41.52,67.79,70.19,320.97
351,2025-10-23 01:13:32,2810,3753.72,68.3,3,90.3,7,3.96,6.95,0.96,23.75,0,53.65,100.0,66.39,204.23
352,2025-10-23 01:13:32,3975,3889.05,61.98,8,88.09,14,4.32,8.99,3.05,75.49,0,42.95,64.62,77.35,256.32
353,2025-10-23 01:13:32,3357,3725.23,85.41,2,88.42,4,5.86,10.59,2.75,55.31,0,59.18,61.46,100.96,224.86
354,2025-10-23 01:13:32,2340,7378.03,87.59,6,78.17,11,5.15,5.79,1.33,51.49,1,35.32,82.34,48.23,308.94
355,2025-10-23 01:13:32,2480,7841.01,74.23,7,91.06,16,3.81,7.27,3.4,61.82,0,29.28,54.23,100.67,315.56
356,2025-10-23 01:13:32,1497,3858.51,54.09,3,86.31,7,4.67,7.7,3.72,73.44,0,23.03,72.65,150.81,293.2
357,2025-10-23 01:13:32,2481,3335.29,74.54,7,83.15,6,5.16,5.21,3.23,58.71,0,16.65,96.46,104.54,265.31
358,2025-10-23 01:13:32,2211,5942.83,83.92,4,85.72,8,0.74,9.18,2.68,59.49,0,42.23,59.55,91.22,238.45
359,2025-10-23 01:13:32,2822,3895.55,65.21,5,76.12,15,5.92,6.55,3.59,51.31,0,45.49,55.18,81.46,190.41
360,2025-10-23 01:13:32,1672,6265.86,81.83,5,87.04,10,3.04,7.61,3.68,48.58,0,40.53,60.01,126.96,347.18
361,2025-10-23 01:13:32,3019,5405.85,79.85,4,79.85,7,2.69,7.1,3.31,45.24,0,68.65,83.98,75.23,212.02
362,2025-10-23 01:13:32,4032,1968.51,85.79,6,78.24,12,1.63,6.42,2.18,41.74,0,68.42,86.25,155.39,283.18
363,2025-10-23 01:13:32,2391,8095.01,81.2,6,77.39,4,1.41,7.99,3.28,43.13,0,44.98,69.87,158.0,302.98
364,2025-10-23 01:13:32,2901,8591.76,70.27,1,90.56,13,2.29,7.57,4.2,36.49,0,23.09,81.83,107.7,222.24
365,2025-10-23 01:13:32,3190,3774.42,91.97,7,81.85,12,3.58,7.26,2.4,49.24,0,41.5,88.9,99.65,301.9
366,2025-10-23 01:13:32,2098,4224.6,78.41,1,92.67,8,8.91,6.54,5.1,33.15,0,41.0,92.87,130.92,288.21
367,2025-10-23 01:13:32,2724,5571.73,79.73,7,82.32,5,3.95,8.64,2.47,51.91,1,40.14,72.54,132.84,336.4
368,2025-10-23 01:13:32,2512,5668.91,70.67,7,76.46,5,5.36,11.31,3.03,49.64,0,39.53,51.99,75.82,226.53
369,2025-10-23 01:13:32,2597,6317.09,75.57,2,79.42,12,5.8,8.28,2.33,51.47,0,40.2,66.79,84.2,185.71
370,2025-10-23 01:13:32,1726,9020.41,71.15,4,91.18,16,5.26,9.99,3.22,44.78,1,44.2,70.73,60.33,224.73
371,2025-10-23 01:13:32,2524,4646.11,78.27,2,84.22,6,4.85,5.22,1.26,80.77,0,40.47,72.41,112.27,260.44
372,2025-10-23 01:13:32,2997,3403.41,97.12,4,82.26,12,2.61,8.32,2.45,63.6,0,53.12,73.12,120.0,252.91
373,2025-10-23 01:13:32,3951,2241.36,66.28,4,85.8,0,7.9,5.81,1.91,37.55,0,55.41,86.19,59.5,230.33
374,2025-10-23 01:13:32,3459,3538.14,63.86,6,87.51,7,8.61,5.05,3.14,52.33,0,36.34,87.74,86.34,154.54
375,2025-10-23 01:13:32,4653,4933.75,94.71,7,90.59,9,1.63,6.52,3.99,43.92,0,69.07,73.28,59.58,273.52
376,2025-10-23 01:13:32,1732,8589.12,77.91,7,92.24,5,2.95,10.38,3.65,39.86,0,35.3,85.98,73.04,348.62
377,2025-10-23 01:13:32,3372,3964.78,73.31,3,83.2,5,4.44,9.9,0.63,36.6,1,25.73,78.58,116.53,273.21
378,2025-10-23 01:13:32,2683,5447.58,90.4,4,78.37,6,3.07,8.49,5.04,54.32,0,55.71,75.65,78.0,280.46
379,2025-10-23 01:13:32,4689,4967.15,73.94,1,82.93,11,6.01,4.93,3.3,43.19,0,37.74,84.07,90.98,278.62
380,2025-10-23 01:13:32,1691,7376.79,98.26,3,86.3,9,3.54,7.61,2.22,59.68,0,54.82,75.72,51.18,269.85
381,2025-10-23 01:13:32,1660,10000.0,86.78,6,80.18,0,9.33,8.6,3.16,59.94,0,13.94,95.58,105.61,296.58
382,2025-10-23 01:13:32,1900,3938.26,75.12,8,80.21,0,7.38,8.35,3.18,63.74,0,70.89,60.62,98.67,269.77
383,2025-10-23 01:13:32,376,4021.12,100.0,2,86.72,6,5.43,4.31,2.33,41.48,0,60.08,69.85,78.13,234.37
384,2025-10-23 01:13:32,1974,7088.32,73.94,3,84.76,12,7.05,6.22,3.2,54.75,1,27.49,73.73,94.33,210.2
385,2025-10-23 01:13:32,1740,6363.78,87.42,4,85.16,0,7.21,7.87,2.39,56.32,0,27.82,79.39,105.41,237.55
386,2025-10-23 01:13:32,2650,8693.41,82.99,5,81.21,7,3.87,9.07,2.6,45.26,0,75.08,87.68,75.55,265.71
387,2025-10-23 01:13:32,2841,6167.86,93.02,3,83.85,7,3.37,3.61,2.31,42.28,1,38.94,74.76,55.71,234.2
388,2025-10-23 01:13:32,4376,4281.42,95.62,5,80.38,16,5.16,7.68,1.57,66.1,0,37.49,60.78,154.17,265.72
389,2025-10-23 01:13:32,3450,6181.31,80.32,4,89.45,8,6.72,8.29,3.15,52.27,0,16.01,83.43,81.0,271.96
390,2025-10-23 01:13:32,1923,7217.41,72.47,4,90.18,11,5.28,9.7,3.59,56.36,0,44.74,82.55,97.1,291.66
391,2025-10-23 01:13:32,1601,6640.96,84.6,6,75.77,10,1.85,9.39,3.51,41.78,0,46.58,55.58,130.33,314.14
392,2025-10-23 01:13:32,2991,6014.55,73.22,5,80.35,0,3.39,9.17,3.82,37.81,0,60.73,74.96,200.0,253.9
393,2025-10-23 01:13:32,1179,7133.35,100.0,4,77.52,13,4.85,6.4,3.32,44.31,0,29.01,59.1,62.67,184.61
394,2025-10-23 01:13:32,4331,7338.59,81.37,4,81.75,11,4.85,4.18,2.47,48.76,0,27.2,68.35,113.49,232.74
395,2025-10-23 01:13:32,3679,7764.32,76.35,4,84.58,12,8.95,7.21,3.84,39.36,0,56.76,65.97,78.77,252.2
396,2025-10-23 01:13:32,2030,6297.42,81.85,4,77.75,29,2.23,10.0,1.64,49.9,0,65.1,83.09,83.84,158.21
397,2025-10-23 01:13:32,786,4665.76,66.53,4,80.39,0,6.01,10.79,2.1,33.11,0,26.43,76.17,78.39,319.43
398,2025-10-23 01:13:32,3853,5293.43,70.28,8,79.98,18,7.98,9.42,2.04,38.8,0,66.22,62.14,66.23,257.12
399,2025-10-23 01:13:32,2385,7413.02,92.0,6,86.04,8,9.54,8.86,4.08,56.71,0,50.56,83.8,98.76,269.07
400,2025-10-23 01:13:32,3737,3366.13,73.43,4,85.35,11,4.19,8.76,3.94,56.04,0,66.38,60.66,55.76,318.28
401,2025-10-23 01:13:32,905,5737.35,69.53,6,81.39,9,5.98,6.89,3.49,46.08,0,48.95,78.3,128.4,218.49
